Totales Territoriales;Comunidades y Ciudades Autónomas;Ramas de actividad;Magnitud;periodo;Total
Total Nacional;18 Ceuta;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;1,0
Total Nacional;18 Ceuta;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Total Nacional;18 Ceuta;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Total Nacional;18 Ceuta;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);1.765.159
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;1.655.168
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;1.774.927
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);6,6
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-6,7
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,2
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;18 Ceuta;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);1.616.543
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;1.514.009
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;1.625.086
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);6,8
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-6,8
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,0
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;19 Melilla;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);946
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;971
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;768
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);-2,6
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;26,4
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;9,7
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);0,1
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;0,1
Total Nacional;19 Melilla;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;0,0
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);68.466
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;58.690
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;64.244
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);16,7
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-8,6
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;-4,2
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);4,2
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;3,9
Total Nacional;19 Melilla;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;4,0
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Valor;2021(P);14.252
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Valor;2020;12.664
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Valor;2019;14.042
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);12,5
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-9,8
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;1,8
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);0,9
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;0,8
Total Nacional;19 Melilla;C. - De las cuales: Industria manufacturera;Estructura porcentual;2019;0,9
Total Nacional;19 Melilla;F. Construcción;Valor;2021(P);73.277
Total Nacional;19 Melilla;F. Construcción;Valor;2020;72.557
Total Nacional;19 Melilla;F. Construcción;Valor;2019;84.635
Total Nacional;19 Melilla;F. Construcción;Tasas de variación interanuales;2021(P);1,0
Total Nacional;19 Melilla;F. Construcción;Tasas de variación interanuales;2020;-14,3
Total Nacional;19 Melilla;F. Construcción;Tasas de variación interanuales;2019;9,4
Total Nacional;19 Melilla;F. Construcción;Estructura porcentual;2021(P);4,5
Total Nacional;19 Melilla;F. Construcción;Estructura porcentual;2020;4,8
Total Nacional;19 Melilla;F. Construcción;Estructura porcentual;2019;5,2
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2021(P);259.057
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2020;224.893
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2019;284.775
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2021(P);15,2
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2020;-21,0
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2019;3,1
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2021(P);16,0
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2020;14,9
Total Nacional;19 Melilla;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2019;17,5
Total Nacional;19 Melilla;J. Información y comunicaciones;Valor;2021(P);10.634
Total Nacional;19 Melilla;J. Información y comunicaciones;Valor;2020;10.075
Total Nacional;19 Melilla;J. Información y comunicaciones;Valor;2019;10.331
Total Nacional;19 Melilla;J. Información y comunicaciones;Tasas de variación interanuales;2021(P);5,5
Total Nacional;19 Melilla;J. Información y comunicaciones;Tasas de variación interanuales;2020;-2,5
Total Nacional;19 Melilla;J. Información y comunicaciones;Tasas de variación interanuales;2019;3,6
Total Nacional;19 Melilla;J. Información y comunicaciones;Estructura porcentual;2021(P);0,7
Total Nacional;19 Melilla;J. Información y comunicaciones;Estructura porcentual;2020;0,7
Total Nacional;19 Melilla;J. Información y comunicaciones;Estructura porcentual;2019;0,6
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Valor;2021(P);34.635
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Valor;2020;34.665
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Valor;2019;32.487
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Tasas de variación interanuales;2021(P);-0,1
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Tasas de variación interanuales;2020;6,7
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Tasas de variación interanuales;2019;-3,4
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Estructura porcentual;2021(P);2,1
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Estructura porcentual;2020;2,3
Total Nacional;19 Melilla;K. Actividades financieras y de seguros;Estructura porcentual;2019;2,0
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Valor;2021(P);158.451
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Valor;2020;154.621
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Valor;2019;154.826
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Tasas de variación interanuales;2021(P);2,5
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Tasas de variación interanuales;2020;-0,1
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Tasas de variación interanuales;2019;0,7
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Estructura porcentual;2021(P);9,8
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Estructura porcentual;2020;10,2
Total Nacional;19 Melilla;L. Actividades inmobiliarias;Estructura porcentual;2019;9,5
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2021(P);73.455
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2020;65.310
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2019;71.487
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2021(P);12,5
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2020;-8,6
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2019;6,2
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2021(P);4,5
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2020;4,3
Total Nacional;19 Melilla;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2019;4,4
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2021(P);730.203
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2020;708.830
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2019;707.223
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);3,0
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;0,2
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2019;4,0
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2021(P);45,2
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2020;46,8
Total Nacional;19 Melilla;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Estructura porcentual;2019;43,5
Total Nacional;19 Melilla;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2021(P);53.425
Total Nacional;19 Melilla;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2020;50.907
Total Nacional;19 Melilla;R_U. Actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Valor;2019;63.097
